sample_id,date,year,water_body,location,lat_dd,long_dd,tube_id_2011,kirk_number_2011,field_id,species_name,gear,vgn_depth_m,vgn_id,start_time,end_time,depth_start,depth_stop,total_depth,otoliths,scale,muscle,adipose,whole_fish,fin_clip,genetics,photo,stomach_lavage,stomach_dissection,stomach_contents,food_weight_g,bia,fate,age_otolith,age_otolith_by,age_otolith_confidence,age_otolith_date,age_scale,tl_mm,fl_mm,sl_mm,weight_g,weight_dry_g,q_2,sex,gillraker_count,c,o,sr,op,ch_1,ch_2,lmx,lmd,io,h_1,h_2,ad,pd,pv,pa,av,dc,ac,ld,hd,la,ha,lp,hp,lv,hv,pl,ll,d,a,p,v,egg_development,egg_weight,egg_count,d13c_muscle,d15n_muscle,percent_c_muscle,percent_n_muscle,c_to_n_muscle,d13c_adipose,d15n_adipose,percent_c_adipose,percent_n_adipose,c_to_n_adipose,water_temp_c,do_mg_l,conductivity,weather,time,floy_id,pit_id,lotek_id,lotek_code,lotek_freq,nickname,comments
STL26,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,110,NA,NA,13,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL27,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,96,NA,NA,7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL28,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,118,NA,NA,12,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL29,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,102,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL30,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,94,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL31,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,112,NA,NA,7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL32,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,120,NA,NA,11,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL33,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,81,NA,NA,5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL34,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,105,NA,NA,9,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL35,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,86,NA,NA,7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
STL36,7/23/11,2011,Hovsgol,Turag,NA,NA,,,stone loach,stone loach,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,80,NA,NA,5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.
G164,7/23/11,2011,Hovsgol,Turag,51.3,100.78,407,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,0?  1? 2?,,Y,,,,,,,,Kirk has diet data matched to water body but not matched to fishID,NA,,,,,,,,289,269,NA,190,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.17,6.61,0.5041,0.1414,3.57,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't correspond to a lake location so were deleted.  otoliths missing
B2,7/10/11,2011,Uur,,50.34,101.87,120,,burbot,burbot,trot line,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,464,NA,NA,605,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't fall on the rivers so were deleted.
B3,7/10/11,2011,Uur,,50.34,101.87,121,,burbot,burbot,trot line,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,460,NA,NA,448,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't fall on the rivers so were deleted.
B4,7/10/11,2011,Uur,,50.34,101.87,122,,burbot,burbot,trot line,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,608,NA,NA,1345,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,GPS conflict: Mendee's GPS points didn't fall on the rivers so were deleted.
G209,7/25/11,2011,Hovsgol,Stomach Bay,51.32713,100.3928,431,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,256,236,NA,110,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-23.67,7.9,0.4661,0.1494,3.12,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's GPS points were more landward, so I deleted them."
G210,7/25/11,2011,Hovsgol,Stomach Bay,51.32713,100.3928,432,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,261,236,NA,104,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-24.42,6.66,0.4379,0.1363,3.21,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's GPS points were more landward, so I deleted them."
G213,7/25/11,2011,Hovsgol,Stomach Bay,51.32713,100.3928,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,,NA,NA,NA,"1 whole, 1 broken",,,,,,,,,,,NA,,,,,,,,248,205,NA,86,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's GPS points were more landward, so I deleted them."
G214,7/25/11,2011,Hovsgol,Stomach Bay,51.32713,100.3928,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,,NA,NA,NA,"1 whole, 1 broken",,,,,,,,,,,NA,,,,,,,,235,213,NA,108,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's GPS points were more landward, so I deleted them."
Phox58,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,305,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,80,NA,NA,3.7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-23.81,7.81,0.4288,0.1016,4.22,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox59,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,306,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,83,NA,NA,4.5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox61,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,308,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,85,NA,NA,4.7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.72,7.27,0.4867,0.1349,3.61,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox62,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,309,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,56,NA,NA,1.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.92,6.9,0.473,0.1339,3.53,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox63,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,310,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,84,NA,NA,4.6,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox64,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,311,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,75,NA,NA,3.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox65,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,312,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,81,NA,NA,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox66,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,313,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,77,NA,NA,3.6,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.46,6.93,0.4018,0.1163,3.45,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox67,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,314,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,67,NA,NA,1.8,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-20.03,7.27,0.4261,0.1256,3.39,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox68,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,315,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,58,NA,NA,1.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.75,6.86,0.4845,0.1412,3.43,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox69,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,316,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,,,whole no tail,,,,,,,NA,,,,,,,,39,NA,NA,0.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox70,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,317,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,74,NA,NA,2.9,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.55,7.31,0.4865,0.1446,3.36,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox73,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,,,Phoxinus,Phoxinus,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,42,NA,NA,0.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox75,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,,,Phoxinus,Phoxinus,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,34,NA,NA,0.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox76,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,,,Phoxinus,Phoxinus,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,50,NA,NA,0.7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox77,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,,,Phoxinus,Phoxinus,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,55,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
Phox78,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,,,Phoxinus,Phoxinus,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,50,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
B21,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,374,,burbot,burbot,gillnet-horizontal,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,592,NA,NA,1147,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.6,8.69,0.486,0.145,3.35,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so I deleted it. otoliths missing. "
Perch1,7/19/11,2011,Hovsgol,Toilogt,50.65,100.25,304,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,N,Y,2 Phoxinus,NA,,,,,,,,193,NA,NA,79.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-20.76,7.7,0.4816,0.148,3.25,NA,NA,NA,NA,NA,9.9,10.62,173.1,"Morning fog, clear later",7:00,NA,NA,,NA,NA,,"GPS conflict: Mendee's points did not match to Toilogt, so I deleted them."
Ph31,7/9/11,2011,Uur,,50.33559,101.86713,88,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,69,NA,NA,1.5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph32,7/9/11,2011,Uur,,50.33559,101.86713,89,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,60,NA,NA,1.1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph33,7/9/11,2011,Uur,,50.33559,101.86713,90,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,65,NA,NA,1.3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph34,7/9/11,2011,Uur,,50.33559,101.86713,91,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,72,NA,NA,1.8,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph35,7/9/11,2011,Uur,,50.33559,101.86713,92,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,70,NA,NA,1.5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph36,7/9/11,2011,Uur,,50.33559,101.86713,93,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,73,NA,NA,1.8,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
